Page,Sentence,Entity,Type
40,"Public interest and the reputation of the State will suffer
significant harm if corrupt public servants are facilitated by third
parties in hiding their assets from scrutiny.",third,ORDINAL
40,"The application of the bar under Section 195(1)(b)(i),
CrPC to situations such as the present case can lead to two
scenarios.",Section 195(1)(b)(i,LAW
40,"The application of the bar under Section 195(1)(b)(i),
CrPC to situations such as the present case can lead to two
scenarios.",CrPC,ORG
40,"The application of the bar under Section 195(1)(b)(i),
CrPC to situations such as the present case can lead to two
scenarios.",two,CARDINAL
40,"The first is one in which the investigative agency, on
the basis of false/fabricated material drops the case.",first,ORDINAL
40,"Subsequently, it is brought to their notice that the evidence was
40",40,CARDINAL
41,"Second, the investigative agency at that very stage
suspects that the material produced before them is bogus or
forged in nature.",Second,ORDINAL
41,"In both scenarios, the Court has not had an
opportunity to consider the allegedly fabricated evidence, as trial
has not yet commenced in respect of the offence.",Court,ORG
41,"Hence it would
not be possible for the Court to independently ascertain the need
for lodging a complaint under Section 195(1)(b)(i) read with
Section 340, CrPC when the evidence alleged to have been
falsified is not even present on its records.",Court,ORG
41,"Hence it would
not be possible for the Court to independently ascertain the need
for lodging a complaint under Section 195(1)(b)(i) read with
Section 340, CrPC when the evidence alleged to have been
falsified is not even present on its records.",Section 195(1)(b)(i,LAW
41,"Hence it would
not be possible for the Court to independently ascertain the need
for lodging a complaint under Section 195(1)(b)(i) read with
Section 340, CrPC when the evidence alleged to have been
falsified is not even present on its records.",Section 340,LAW
41,"Hence it would
not be possible for the Court to independently ascertain the need
for lodging a complaint under Section 195(1)(b)(i) read with
Section 340, CrPC when the evidence alleged to have been
falsified is not even present on its records.",CrPC,ORG
41,"In case the bar under Section 195(1)(b)(i) is applied to
offences committed during the course of investigation, the Court
may think it fit to wait till the completion of trial to evaluate
whether a complaint should be made or not.",Section 195(1)(b)(i,LAW
41,"In case the bar under Section 195(1)(b)(i) is applied to
offences committed during the course of investigation, the Court
may think it fit to wait till the completion of trial to evaluate
whether a complaint should be made or not.",Court,ORG
41,"The investigation agency cannot be
41",41,CARDINAL
42,"This may give the offender under
Section 193, IPC sufficient time to fabricate more falsehoods to
hide the original crime.",Section 193,LAW
42,"This may give the offender under
Section 193, IPC sufficient time to fabricate more falsehoods to
hide the original crime.",IPC,ORG
42,"Thus, we are of the
view that it would be impracticable to insist upon lodging of
written complaint by the Court under Section 195(1)(b)(i), CrPC
in such a situation.",Court,ORG
42,"Thus, we are of the
view that it would be impracticable to insist upon lodging of
written complaint by the Court under Section 195(1)(b)(i), CrPC
in such a situation.",Section 195(1)(b)(i,LAW
42,"Thus, we are of the
view that it would be impracticable to insist upon lodging of
written complaint by the Court under Section 195(1)(b)(i), CrPC
in such a situation.",CrPC,ORG
42,"It must be clarified that the aforementioned opinion
expressed by us is limited to factual situations such as the
present case wherein the fabricated evidence has been detected
prior to commencement of the trial, or without such trial having
been initiated in the first place.",first,ORDINAL
42,"The same may not apply for
example, where the investigation agency on the basis of false
evidence given by a third party happens to wrongfully implicate a
person, other than the real perpetrator, for a particular offence.",third,ORDINAL
42,"Subsequently, the Court during the course of trial proceedings
42",Court,ORG
42,"Subsequently, the Court during the course of trial proceedings
42",42,CARDINAL
43,"may take judicial notice of such defect in the investigation
process and make a complaint under Section 195(1)(b)(i), CrPC.",Section 195(1)(b)(i,LAW
43,"may take judicial notice of such defect in the investigation
process and make a complaint under Section 195(1)(b)(i), CrPC.",CrPC,ORG
43,"Since by this stage, the evidence has been produced before the
Court, and contains potential for directly impacting the formation
of the Court’s opinion on the innocence or guilt of the accused
person, invoking the bar under Section 195(1)(b)(i) may not give
rise to much difficulty.","the
Court",ORG
43,"Since by this stage, the evidence has been produced before the
Court, and contains potential for directly impacting the formation
of the Court’s opinion on the innocence or guilt of the accused
person, invoking the bar under Section 195(1)(b)(i) may not give
rise to much difficulty.",Court,ORG
43,"Since by this stage, the evidence has been produced before the
Court, and contains potential for directly impacting the formation
of the Court’s opinion on the innocence or guilt of the accused
person, invoking the bar under Section 195(1)(b)(i) may not give
rise to much difficulty.",Section 195(1)(b)(i,LAW
43,"It is left
open to future Benches of this Court to settle this issue if it so
arises before them.",Benches,PERSON
43,"It is left
open to future Benches of this Court to settle this issue if it so
arises before them.",Court,ORG
43,"In this regard, we also find it necessary to distinguish
the three­Judge Bench decision of this Court in Arvindervir
Singh v. State of Punjab and Another, (1998) 6 SCC 352 from
the present case.",Bench,ORG
43,"In this regard, we also find it necessary to distinguish
the three­Judge Bench decision of this Court in Arvindervir
Singh v. State of Punjab and Another, (1998) 6 SCC 352 from
the present case.",Court,ORG
43,"In this regard, we also find it necessary to distinguish
the three­Judge Bench decision of this Court in Arvindervir
Singh v. State of Punjab and Another, (1998) 6 SCC 352 from
the present case.",Arvindervir,ORG
43,"In this regard, we also find it necessary to distinguish
the three­Judge Bench decision of this Court in Arvindervir
Singh v. State of Punjab and Another, (1998) 6 SCC 352 from
the present case.",Singh v. State of Punjab,GPE
43,"In this regard, we also find it necessary to distinguish
the three­Judge Bench decision of this Court in Arvindervir
Singh v. State of Punjab and Another, (1998) 6 SCC 352 from
the present case.",1998,DATE
43,"In this regard, we also find it necessary to distinguish
the three­Judge Bench decision of this Court in Arvindervir
Singh v. State of Punjab and Another, (1998) 6 SCC 352 from
the present case.",6,CARDINAL
43,"In this regard, we also find it necessary to distinguish
the three­Judge Bench decision of this Court in Arvindervir
Singh v. State of Punjab and Another, (1998) 6 SCC 352 from
the present case.",352,CARDINAL
43,"The case involving the
falsely accused person had already been committed for trial when
this Court, in writ proceedings initiated by the Punjab and
43",Court,ORG
43,"The case involving the
falsely accused person had already been committed for trial when
this Court, in writ proceedings initiated by the Punjab and
43",Punjab,NORP
43,"The case involving the
falsely accused person had already been committed for trial when
this Court, in writ proceedings initiated by the Punjab and
43",43,CARDINAL
44,"Haryana Bar Association, directed the CBI to conduct an
independent investigation [Punjab and Haryana High Court
Bar Association, Chandigarh Through its Secretary v. State
of Punjab and Others, (1994) 1 SCC 616].",Haryana Bar Association,ORG
44,"Haryana Bar Association, directed the CBI to conduct an
independent investigation [Punjab and Haryana High Court
Bar Association, Chandigarh Through its Secretary v. State
of Punjab and Others, (1994) 1 SCC 616].",CBI,ORG
44,"Haryana Bar Association, directed the CBI to conduct an
independent investigation [Punjab and Haryana High Court
Bar Association, Chandigarh Through its Secretary v. State
of Punjab and Others, (1994) 1 SCC 616].",Punjab,NORP
44,"Haryana Bar Association, directed the CBI to conduct an
independent investigation [Punjab and Haryana High Court
Bar Association, Chandigarh Through its Secretary v. State
of Punjab and Others, (1994) 1 SCC 616].",Haryana High Court,PERSON
44,"Haryana Bar Association, directed the CBI to conduct an
independent investigation [Punjab and Haryana High Court
Bar Association, Chandigarh Through its Secretary v. State
of Punjab and Others, (1994) 1 SCC 616].",Chandigarh Through,ORG
44,"Haryana Bar Association, directed the CBI to conduct an
independent investigation [Punjab and Haryana High Court
Bar Association, Chandigarh Through its Secretary v. State
of Punjab and Others, (1994) 1 SCC 616].",Punjab and Others,WORK_OF_ART
44,"Haryana Bar Association, directed the CBI to conduct an
independent investigation [Punjab and Haryana High Court
Bar Association, Chandigarh Through its Secretary v. State
of Punjab and Others, (1994) 1 SCC 616].",1994,DATE
44,"Haryana Bar Association, directed the CBI to conduct an
independent investigation [Punjab and Haryana High Court
Bar Association, Chandigarh Through its Secretary v. State
of Punjab and Others, (1994) 1 SCC 616].",1,CARDINAL
44,"Haryana Bar Association, directed the CBI to conduct an
independent investigation [Punjab and Haryana High Court
Bar Association, Chandigarh Through its Secretary v. State
of Punjab and Others, (1994) 1 SCC 616].",616,CARDINAL
44,"Subsequently, after
the CBI submitted its report, it was directed to file the necessary
challan before the trial court",CBI,ORG
44,"[Punjab & Haryana High Court
Bar Association v. State of Punjab and Others, (1996) 4 SCC
742)].","Punjab & Haryana High Court
",ORG
44,"[Punjab & Haryana High Court
Bar Association v. State of Punjab and Others, (1996) 4 SCC
742)].",Bar Association,ORG
44,"[Punjab & Haryana High Court
Bar Association v. State of Punjab and Others, (1996) 4 SCC
742)].",1996,DATE
44,"[Punjab & Haryana High Court
Bar Association v. State of Punjab and Others, (1996) 4 SCC
742)].",4,CARDINAL
44,"[Punjab & Haryana High Court
Bar Association v. State of Punjab and Others, (1996) 4 SCC
742)].",742,CARDINAL
44,"The CBI then filed a chargesheet before the designated trial
court in that case under Sections 193 and 211, IPC.",CBI,ORG
44,"The CBI then filed a chargesheet before the designated trial
court in that case under Sections 193 and 211, IPC.",Sections 193,PRODUCT
44,"The CBI then filed a chargesheet before the designated trial
court in that case under Sections 193 and 211, IPC.",211,CARDINAL
44,"The CBI then filed a chargesheet before the designated trial
court in that case under Sections 193 and 211, IPC.",IPC,ORG
44,"This Court in Arvindervir Singh clarified that challan was
to be filed directly by the CBI only in respect of the offence of
abduction and murder alleged to have been committed by the
appellant­accused.",Arvindervir Singh,PERSON
44,"This Court in Arvindervir Singh clarified that challan was
to be filed directly by the CBI only in respect of the offence of
abduction and murder alleged to have been committed by the
appellant­accused.",CBI,ORG
44,"So far as the offence punishable under
Sections 193 and 211, IPC was concerned it was for the
designated trial court to make a written complaint to a Magistrate
having jurisdiction.",193,CARDINAL
44,"So far as the offence punishable under
Sections 193 and 211, IPC was concerned it was for the
designated trial court to make a written complaint to a Magistrate
having jurisdiction.",211,CARDINAL
44,"So far as the offence punishable under
Sections 193 and 211, IPC was concerned it was for the
designated trial court to make a written complaint to a Magistrate
having jurisdiction.",IPC,ORG
44,"So far as the offence punishable under
Sections 193 and 211, IPC was concerned it was for the
designated trial court to make a written complaint to a Magistrate
having jurisdiction.",Magistrate,ORG
44,"However, the three­Judge Bench did not
discuss the scope and ambit of “in relation to” under Section
195(1)(b)(i), CrPC.",Bench,PERSON
44,"However, the three­Judge Bench did not
discuss the scope and ambit of “in relation to” under Section
195(1)(b)(i), CrPC.",195(1)(b)(i,CARDINAL
44,"However, the three­Judge Bench did not
discuss the scope and ambit of “in relation to” under Section
195(1)(b)(i), CrPC.",CrPC,ORG
44,"Moreover, since this decision was rendered
prior to the Constitution Bench decision in Iqbal Singh Marwah
(supra), the three­Judge Bench did not have the benefit of
44",Constitution Bench,LAW
44,"Moreover, since this decision was rendered
prior to the Constitution Bench decision in Iqbal Singh Marwah
(supra), the three­Judge Bench did not have the benefit of
44",Singh Marwah,PERSON
44,"Moreover, since this decision was rendered
prior to the Constitution Bench decision in Iqbal Singh Marwah
(supra), the three­Judge Bench did not have the benefit of
44",Bench,PERSON
44,"Moreover, since this decision was rendered
prior to the Constitution Bench decision in Iqbal Singh Marwah
(supra), the three­Judge Bench did not have the benefit of
44",44,CARDINAL
45,"Hence the
decision in Arvindervir Singh will not have any application to
the case at hand as it involved a completely different set of
factual and legal issues.",Arvindervir Singh,PERSON
45,"Whether “ stage of a judicial proceeding ” under
Explanation 2 to Section 193, IPC is synonymous with
“ proceeding in any court ” under Section 195(1)(b)(i), CrPC?
20.",Section 193,LAW
45,"Whether “ stage of a judicial proceeding ” under
Explanation 2 to Section 193, IPC is synonymous with
“ proceeding in any court ” under Section 195(1)(b)(i), CrPC?
20.",IPC,ORG
45,"Whether “ stage of a judicial proceeding ” under
Explanation 2 to Section 193, IPC is synonymous with
“ proceeding in any court ” under Section 195(1)(b)(i), CrPC?
20.",Section 195(1)(b)(i,LAW
45,"Whether “ stage of a judicial proceeding ” under
Explanation 2 to Section 193, IPC is synonymous with
“ proceeding in any court ” under Section 195(1)(b)(i), CrPC?
20.",CrPC,ORG
45,"Whether “ stage of a judicial proceeding ” under
Explanation 2 to Section 193, IPC is synonymous with
“ proceeding in any court ” under Section 195(1)(b)(i), CrPC?
20.",20,CARDINAL
45,"The last point that remains to be considered is the effect
of Explanation 2 to Section 193, IPC which deems an
investigation preliminary to a proceeding before a Court of
Justice to be a “stage of a judicial proceeding” for the purposes of
the Section.",Explanation 2 to Section 193,LAW
45,"The last point that remains to be considered is the effect
of Explanation 2 to Section 193, IPC which deems an
investigation preliminary to a proceeding before a Court of
Justice to be a “stage of a judicial proceeding” for the purposes of
the Section.",IPC,ORG
45,"The last point that remains to be considered is the effect
of Explanation 2 to Section 193, IPC which deems an
investigation preliminary to a proceeding before a Court of
Justice to be a “stage of a judicial proceeding” for the purposes of
the Section.",Court,ORG
45,"Such deeming provision applies even though that
investigation may not take place before a Court of Justice.",Court of Justice,ORG
45,"This
gives rise to the question of whether an offence committed during
the investigation, which is a “stage of a judicial proceeding”
under Explanation 2, Section 193, IPC, would be an offence
committed “in relation to any proceeding in any Court” under
Section 195(1)(b)(i), CrPC.
45",Section 193,LAW
45,"This
gives rise to the question of whether an offence committed during
the investigation, which is a “stage of a judicial proceeding”
under Explanation 2, Section 193, IPC, would be an offence
committed “in relation to any proceeding in any Court” under
Section 195(1)(b)(i), CrPC.
45",IPC,ORG
45,"This
gives rise to the question of whether an offence committed during
the investigation, which is a “stage of a judicial proceeding”
under Explanation 2, Section 193, IPC, would be an offence
committed “in relation to any proceeding in any Court” under
Section 195(1)(b)(i), CrPC.
45",Court,ORG
45,"This
gives rise to the question of whether an offence committed during
the investigation, which is a “stage of a judicial proceeding”
under Explanation 2, Section 193, IPC, would be an offence
committed “in relation to any proceeding in any Court” under
Section 195(1)(b)(i), CrPC.
45",Section 195(1)(b)(i,LAW
45,"This
gives rise to the question of whether an offence committed during
the investigation, which is a “stage of a judicial proceeding”
under Explanation 2, Section 193, IPC, would be an offence
committed “in relation to any proceeding in any Court” under
Section 195(1)(b)(i), CrPC.
45",CrPC,ORG
45,"This
gives rise to the question of whether an offence committed during
the investigation, which is a “stage of a judicial proceeding”
under Explanation 2, Section 193, IPC, would be an offence
committed “in relation to any proceeding in any Court” under
Section 195(1)(b)(i), CrPC.
45",45,CARDINAL
46,"The purpose of Explanation 2 to Section 193, IPC is
evidently to ensure that a person who fabricates false evidence
before an investigating or inquiring authority prior to the trial of
the case does not escape penalty.",Explanation 2 to Section 193,LAW
46,"The purpose of Explanation 2 to Section 193, IPC is
evidently to ensure that a person who fabricates false evidence
before an investigating or inquiring authority prior to the trial of
the case does not escape penalty.",IPC,ORG
46,"However, whether the
commission of such offence would require the complaint of a
Court under Section 195(1)(b)(i) would depend upon the authority
before whom such false evidence is given.",Section 195(1)(b)(i,LAW
46,"For example, if a
person gives false evidence in an inquiry before the Magistrate
under Section 200, CrPC, that would undoubtedly be an offence
committed before a Court under Section 195(1)(b)(i), CrPC.",Magistrate,ORG
46,"For example, if a
person gives false evidence in an inquiry before the Magistrate
under Section 200, CrPC, that would undoubtedly be an offence
committed before a Court under Section 195(1)(b)(i), CrPC.",Section 200,LAW
46,"For example, if a
person gives false evidence in an inquiry before the Magistrate
under Section 200, CrPC, that would undoubtedly be an offence
committed before a Court under Section 195(1)(b)(i), CrPC.",CrPC,ORG
46,"For example, if a
person gives false evidence in an inquiry before the Magistrate
under Section 200, CrPC, that would undoubtedly be an offence
committed before a Court under Section 195(1)(b)(i), CrPC.",Court,ORG
46,"For example, if a
person gives false evidence in an inquiry before the Magistrate
under Section 200, CrPC, that would undoubtedly be an offence
committed before a Court under Section 195(1)(b)(i), CrPC.",Section 195(1)(b)(i,LAW
46,"For example, if a
person gives false evidence in an inquiry before the Magistrate
under Section 200, CrPC, that would undoubtedly be an offence
committed before a Court under Section 195(1)(b)(i), CrPC.",CrPC,ORG
46,"However, this would not be the case where false evidence is led
before an investigating officer prior to the Court having taken
cognizance of the offence or the case being committed for trial.",Court,ORG
46,"20.2 The object and purpose of Section 195(1)(b), CrPC must
be borne in mind whilst determining whether the fabrication of
false evidence during a stage of a judicial proceeding amounts to
having made such fabrication in relation to a proceeding before
the Court.",20.2,CARDINAL
46,"20.2 The object and purpose of Section 195(1)(b), CrPC must
be borne in mind whilst determining whether the fabrication of
false evidence during a stage of a judicial proceeding amounts to
having made such fabrication in relation to a proceeding before
the Court.",CrPC,ORG
46,"20.2 The object and purpose of Section 195(1)(b), CrPC must
be borne in mind whilst determining whether the fabrication of
false evidence during a stage of a judicial proceeding amounts to
having made such fabrication in relation to a proceeding before
the Court.",Court,ORG
46,"At the cost of repetition, it must be emphasized that
Section 195(1)(b) is meant to restrict the right to make complaint
46",46,CARDINAL
47,"Furthermore, for the
purpose of Section 195(1)(b)(i), CrPC, there must be an intention
on part of the alleged offender to directly mislead the Court into
forming a certain opinion by commission of offence under Section
193, IPC.",Section 195(1)(b)(i,LAW
47,"Furthermore, for the
purpose of Section 195(1)(b)(i), CrPC, there must be an intention
on part of the alleged offender to directly mislead the Court into
forming a certain opinion by commission of offence under Section
193, IPC.",CrPC,ORG
47,"Furthermore, for the
purpose of Section 195(1)(b)(i), CrPC, there must be an intention
on part of the alleged offender to directly mislead the Court into
forming a certain opinion by commission of offence under Section
193, IPC.",Court,ORG
47,"Furthermore, for the
purpose of Section 195(1)(b)(i), CrPC, there must be an intention
on part of the alleged offender to directly mislead the Court into
forming a certain opinion by commission of offence under Section
193, IPC.",IPC,ORG
47,"Though a criminal investigation is certainly a stage of a
judicial proceeding insofar as it may culminate in issue of
process and trial against the accused, it would not be a
proceeding in relation to a certain Court under Section 195(1)(b)
(i), CrPC before the Court has even taken judicial notice of such
investigation.",Court,ORG
47,"Though a criminal investigation is certainly a stage of a
judicial proceeding insofar as it may culminate in issue of
process and trial against the accused, it would not be a
proceeding in relation to a certain Court under Section 195(1)(b)
(i), CrPC before the Court has even taken judicial notice of such
investigation.",Section 195(1)(b,LAW
47,"Though a criminal investigation is certainly a stage of a
judicial proceeding insofar as it may culminate in issue of
process and trial against the accused, it would not be a
proceeding in relation to a certain Court under Section 195(1)(b)
(i), CrPC before the Court has even taken judicial notice of such
investigation.",CrPC,ORG
47,"Though a criminal investigation is certainly a stage of a
judicial proceeding insofar as it may culminate in issue of
process and trial against the accused, it would not be a
proceeding in relation to a certain Court under Section 195(1)(b)
(i), CrPC before the Court has even taken judicial notice of such
investigation.",Court,ORG
47,"We find it necessary to distinguish certain decisions of
this Court which have adjudicated upon the correlation between
the words “judicial proceeding” and “proceeding in any court” for
further clarifying our position on this point.",Court,ORG
47,"In Lalji Haridas v.
State of Maharashtra, (1964) 6 SCR 700, a Constitution Bench
of this Court considered whether proceedings before an Income
47","Lalji Haridas v.
State",PERSON
47,"In Lalji Haridas v.
State of Maharashtra, (1964) 6 SCR 700, a Constitution Bench
of this Court considered whether proceedings before an Income
47",1964,DATE
47,"In Lalji Haridas v.
State of Maharashtra, (1964) 6 SCR 700, a Constitution Bench
of this Court considered whether proceedings before an Income
47",6,CARDINAL
47,"In Lalji Haridas v.
State of Maharashtra, (1964) 6 SCR 700, a Constitution Bench
of this Court considered whether proceedings before an Income
47",700,CARDINAL
47,"In Lalji Haridas v.
State of Maharashtra, (1964) 6 SCR 700, a Constitution Bench
of this Court considered whether proceedings before an Income
47",Court,ORG
47,"In Lalji Haridas v.
State of Maharashtra, (1964) 6 SCR 700, a Constitution Bench
of this Court considered whether proceedings before an Income
47",47,CARDINAL
48,"Tax Officer under the Indian Income Tax Act, 1922 would be
proceedings in any court under Section 195(1)(b) of the 1898
Code, which was the corresponding section in that Code to
Section 195(1)(b)(i), CrPC.",the Indian Income Tax Act,LAW
48,"Tax Officer under the Indian Income Tax Act, 1922 would be
proceedings in any court under Section 195(1)(b) of the 1898
Code, which was the corresponding section in that Code to
Section 195(1)(b)(i), CrPC.",1922,DATE
48,"Tax Officer under the Indian Income Tax Act, 1922 would be
proceedings in any court under Section 195(1)(b) of the 1898
Code, which was the corresponding section in that Code to
Section 195(1)(b)(i), CrPC.",Section 195(1)(b,LAW
48,"Tax Officer under the Indian Income Tax Act, 1922 would be
proceedings in any court under Section 195(1)(b) of the 1898
Code, which was the corresponding section in that Code to
Section 195(1)(b)(i), CrPC.",1898,DATE
48,"Tax Officer under the Indian Income Tax Act, 1922 would be
proceedings in any court under Section 195(1)(b) of the 1898
Code, which was the corresponding section in that Code to
Section 195(1)(b)(i), CrPC.",Section 195(1)(b)(i,LAW
48,"Tax Officer under the Indian Income Tax Act, 1922 would be
proceedings in any court under Section 195(1)(b) of the 1898
Code, which was the corresponding section in that Code to
Section 195(1)(b)(i), CrPC.",CrPC,ORG
48,"Section 37(4) of the 1922 Act provided
that proceedings before the Income Tax authority shall be
deemed to be “judicial proceedings” (and not merely a stage of
such proceedings) under Section 193, IPC.",Section 37(4,LAW
48,"Section 37(4) of the 1922 Act provided
that proceedings before the Income Tax authority shall be
deemed to be “judicial proceedings” (and not merely a stage of
such proceedings) under Section 193, IPC.",Income Tax,ORG
48,"Section 37(4) of the 1922 Act provided
that proceedings before the Income Tax authority shall be
deemed to be “judicial proceedings” (and not merely a stage of
such proceedings) under Section 193, IPC.",Section 193,LAW
48,"Section 37(4) of the 1922 Act provided
that proceedings before the Income Tax authority shall be
deemed to be “judicial proceedings” (and not merely a stage of
such proceedings) under Section 193, IPC.",IPC,ORG
48,"It was in this context
that the majority of the Constitution Bench (K.C. Dasgupta J.,
dissenting) held that the expressions “judicial proceeding” under
the 1922 Act and “proceeding in any court” under Section 195(1)
(b), 1898 Code are synonymous.",the Constitution Bench,LAW
48,"It was in this context
that the majority of the Constitution Bench (K.C. Dasgupta J.,
dissenting) held that the expressions “judicial proceeding” under
the 1922 Act and “proceeding in any court” under Section 195(1)
(b), 1898 Code are synonymous.",Section 195(1,LAW
48,"It was in this context
that the majority of the Constitution Bench (K.C. Dasgupta J.,
dissenting) held that the expressions “judicial proceeding” under
the 1922 Act and “proceeding in any court” under Section 195(1)
(b), 1898 Code are synonymous.",1898,DATE
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",Babita Lila,PERSON
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",Another v. Union of India,ORG
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",2016,DATE
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",9 SCC 647,PRODUCT
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",Court,ORG
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",Income Tax,ORG
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",Section 195(1)(b,LAW
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",CrPC,ORG
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",the Income Tax Act,LAW
48,"In Babita Lila and Another v. Union of India, (2016)
9 SCC 647, a Division Bench of this Court similarly considered
the jurisdiction of the Deputy Director of Income Tax to make a
complaint under Section 195(1)(b), CrPC in respect of false
statements given on oath during a search operation conducted
under the Income Tax Act, 1961.",1961,DATE
48,"The discussion in this case was
primarily concerned with whether the Deputy Director would be
48",48,CARDINAL
49,"the competent appellate authority authorized to make a
complaint under Section 195(4), CrPC.",Section 195(4,LAW
49,"the competent appellate authority authorized to make a
complaint under Section 195(4), CrPC.",CrPC,ORG
49,"However, the Division
Bench, referring to Lalji Haridas, made an ancillary observation
that such search operation is deemed to be a “judicial
proceeding” under Section 193, CrPC, and that the relevant
Income Tax authority would be deemed to be a civil court for the
purpose of Section 195, CrPC.","the Division
Bench",ORG
49,"However, the Division
Bench, referring to Lalji Haridas, made an ancillary observation
that such search operation is deemed to be a “judicial
proceeding” under Section 193, CrPC, and that the relevant
Income Tax authority would be deemed to be a civil court for the
purpose of Section 195, CrPC.",Lalji Haridas,PERSON
49,"However, the Division
Bench, referring to Lalji Haridas, made an ancillary observation
that such search operation is deemed to be a “judicial
proceeding” under Section 193, CrPC, and that the relevant
Income Tax authority would be deemed to be a civil court for the
purpose of Section 195, CrPC.",Section 193,LAW
49,"However, the Division
Bench, referring to Lalji Haridas, made an ancillary observation
that such search operation is deemed to be a “judicial
proceeding” under Section 193, CrPC, and that the relevant
Income Tax authority would be deemed to be a civil court for the
purpose of Section 195, CrPC.",CrPC,ORG
49,"However, the Division
Bench, referring to Lalji Haridas, made an ancillary observation
that such search operation is deemed to be a “judicial
proceeding” under Section 193, CrPC, and that the relevant
Income Tax authority would be deemed to be a civil court for the
purpose of Section 195, CrPC.",Income Tax,ORG
49,"However, the Division
Bench, referring to Lalji Haridas, made an ancillary observation
that such search operation is deemed to be a “judicial
proceeding” under Section 193, CrPC, and that the relevant
Income Tax authority would be deemed to be a civil court for the
purpose of Section 195, CrPC.",Section 195,LAW
49,"However, the Division
Bench, referring to Lalji Haridas, made an ancillary observation
that such search operation is deemed to be a “judicial
proceeding” under Section 193, CrPC, and that the relevant
Income Tax authority would be deemed to be a civil court for the
purpose of Section 195, CrPC.",CrPC,ORG
49,"This is as per the express
provision made to the effect under Section 196 of the 1961 Act.",Section 196,LAW
49,"21.2 In Chandrapal Singh and Others v. Maharaj Singh
and Another, (1982)",21.2,CARDINAL
49,"21.2 In Chandrapal Singh and Others v. Maharaj Singh
and Another, (1982)",Chandrapal Singh,PERSON
49,"21.2 In Chandrapal Singh and Others v. Maharaj Singh
and Another, (1982)",Others,PERSON
49,"21.2 In Chandrapal Singh and Others v. Maharaj Singh
and Another, (1982)",Maharaj Singh,PERSON
49,"21.2 In Chandrapal Singh and Others v. Maharaj Singh
and Another, (1982)",1982,DATE
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.",1,CARDINAL
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.",Bench,PERSON
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.",195(1)(b)(i,CARDINAL
